game_slug,share_code,make,model,year,car_class,pi_rating,tune_type,drivetrain,track,creator_gamertag,title,description,source_url
fh5,107683362,Lotus,Esprit Turbo,1980,A,800,road,RWD,,CybrexzzZ,HMC 03.2,"RWD, 3.2L BMW i6 w/ Anti-Lag Turbo, No Aero, Race Slicks, Dry Only. Manual & Clutch Recommended. Strong RWD, 01:03.2xx Horizon Mexico Circuit. Feels nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,164166872,Lotus,Esprit Turbo,1980,A,800,road,AWD,,Mustuff124,A Road,"AWD, 3.2L BMW i6, Full Aero, Stock Rims. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,118602807,Lotus,Esprit Turbo,1980,A,800,dirt,AWD,,LogikJ,A Dirt No Aero,"AWD, 3.2L BMW i6 w/ Anti-Lag Turbo, No Aero, Stock Rims, Offroad Race Tires. Good Dirt,01:05.575 Teotihuacan Scramble & 01:10.062 River Scramble. Feels nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,854007008,Lotus,Esprit Turbo,1980,A,800,dirt,AWD,,PTW Subzero,Less Grip,"AWD, 5.2L Ford V8, Full Aero, Offroad Race Tires. Good Dirt,01:10.190 River Scramble. Feels nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,105886665,Lotus,Esprit Turbo,1980,B,700,dirt,AWD,,LogikJ,B Dirt No Aero,"AWD, 3.2L BMW i6, No Aero, Stock Rims, Offroad Race Tires. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,894255336,BMW,M635 CSi,1986,B,700,road,RWD,Seasonal Reward Car,furtiveee,Purist 9.595 HMC,"RWD, Stock Engine, No Aero, Stock Rims, Purist. Manual & Clutch Recommended. Very Strong RWD, 01:09.595 Horizon Mexico Circuit. Feels nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,168599004,BMW,M635 CSi,1986,B,700,road,RWD,S34 Autumn (Week 2),TheDannny,Pretty Gooz,"RWD, 3.2L BMW i6, No Aero. Manual & Clutch Recommended. Very Strong RWD. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,908191684,BMW,M635 CSi,1986,A,800,road,RWD,,JakeGTR9,i6 No Aero,"RWD, 3.2L BMW i6, No Aero, Stock Rims, Rally Tires. Manual & Clutch Recommended. Feels fairly nice and fun to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,644163838,BMW,M635 CSi,1986,A,800,road,RWD,,PTW Cirno,Estadio 56.2,"RWD, 3.0L Toyota Racing 2JZ i6T w/ Anti-Lag Turbo, Full Aero, Drift Tires, Dry Only. Manual & Clutch Recommended. Strong RWD Powerbuild,00:56.282 Estadio Circuit. Feels decent but somewhat challenging to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,152122917,BMW,M635 CSi,1986,A,800,road,RWD,,Noa Miyako,Purist,"RWD, Stock Engine, No Aero, Stock Rims, Purist. Manual & Clutch Recommended. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,653858077,BMW,M635 CSi,1986,A,800,dirt,AWD,,PTW Subzero,S65 No Aero V2,"AWD, 4.0L BMW V8, No Aero, Stock Rims, Offroad Race Tires. Good Dirt,01:10.945 River Scramble. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,181035400,BMW,M635 CSi,1986,A,800,dirt,AWD,,KapienPL,Chill Dirt,"AWD, 4.0L BMW V8 w/ Anti-Lag Turbos, No Aero, Stock Rims, Offroad Race Tires. Good Dirt,01:05.315 Teotihuacan Scramble. Feels fairly nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,174853660,Hyundai,N Vision 74,2022,A,800,road,AWD,Seasonal Reward Car,JakeGTR9,Smaaash,"AWD, Stock Aero, Rally Tires. Good AWD, similar laptime to below ↓. For circuits/short sprints. Better launch but lower top speed than below tune ↓. Use e-brake launch for better launch. Feels fairly nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,272380664,Hyundai,N Vision 74,2022,A,800,road,AWD,S34 Summer (Week 1),LogikJ,A Road AWD,"AWD, Stock Aero, Rally Tires. Good AWD,00:57.943 Estadio Circuit. Worse launch but higher top speed than above tune ↑. Feels fairly nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,130287363,Hyundai,N Vision 74,2022,A,800,road,AWD,,Sa1monBark,A Road,"AWD, Stock Aero, Stock Rims, Rally Tires. Good AWD, similar laptime to above ↑. Worse launch but higher top speed than JakeGTR9's tune ↑. Use e-brake launch for better launch. Feels fairly nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,129769863,Hyundai,N Vision 74,2022,A,800,road,RWD,,GreetedDust8,Shudder Shades,"RWD, Stock Aero, Drift Tires, Dry Only, Purist. Low top speed, for circuits only!. Feels decent to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,111140993,Hyundai,N Vision 74,2022,A,800,dirt,AWD,,romik092,Dirt V1,"AWD, Stock Aero, Offroad Race Tires. Good Dirt, similar laptime to below ↓. Poor launch. Use e-brake launch for better launch. Feels fairly nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,868303971,Hyundai,N Vision 74,2022,A,800,dirt,AWD,,LogikJ,A Dirt AWD,"AWD, Stock Aero, Stock Rims, Offroad Race Tires. Good Dirt,01:05.859 Teotihuacan Scramble. Poor launch. Use e-brake launch for better launch. Feels fairly nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,134777048,Hyundai,N Vision 74,2022,S1,900,road,AWD,,Sa1monBark,S1 Road,"AWD, Stock Aero, Stock Rims, Race Slicks, Dry Only. Poor launch & somewhat poor handling. Use e-brake launch for better launch. Feels decent & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,153170781,Lamborghini,Countach LPI 800-4,2021,S1,900,road,AWD,Seasonal Reward Car,Sa1monBark,S1 Road,"AWD, 4.7L Ferrari Racing V12, Full Aero, Rally Tires. Good AWD. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,133048271,Lamborghini,Countach LPI 800-4,2021,S1,900,road,AWD,S34 Summer (Week 1),K1Z Bard,S1 Road,"AWD, 4.7L Ferrari Racing V12, Full Aero. Good AWD. More handling/less power than above tune ↑. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,128649910,Lamborghini,Countach LPI 800-4,2021,S1,900,road,AWD,,K1Z Jumpy,Purist,"AWD, Stock Engine, No Aero, Stock Rims, Purist.00:40.691 Bahia De Plano Circuit. Feels nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,170415411,Lamborghini,Countach LPI 800-4,2021,S1,900,dirt,AWD,,PTW Subzero,Dirt V1,"AWD, 4.7L Ferrari Racing V12, Full Aero, Offroad Race Tires. Good Dirt,01:05.081 River Scramble. Feels nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,154142416,Lamborghini,Countach LPI 800-4,2021,S1,900,dirt,AWD,,KapienPL,S1 Dirt Coontash,"AWD, 4.7L Ferrari Racing V12, Full Aero, Stock Rims, Offroad Race Tires. Good Dirt,01:00.368 Teotihuacan Scramble. Feels fairly nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,950226532,Lamborghini,Countach LPI 800-4,2021,S1,900,dirt,AWD,,Fenrir3268,Purist Dirt,"AWD, Stock Engine w/ Anti-Lag Turbos, No Aero, Offroad Race Tires, Purist. Feels decent & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,464495483,Renault,Clio Williams,1993,B,700,road,AWD,,Saeenu,Trial Road Grip,"AWD, Stock Engine, No Aero, Stock Rims, Rally Tires. Strong AWD Grip. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,102563583,Volkswagen,Beetle,1963,B,700,road,AWD,,Saeenu,Seasonal Road V2,"AWD, 2.0L Honda VTEC i4, No Aero, Stock Rims. Strong AWD. Feels fairly nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,123639166,BMW,M5 (1988),1988,B,700,road,AWD,,Saeenu,Seasonal Road B,"AWD, 3.2L BMW i6, No Aero, Stock Rims. Good AWD. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,100250629,BMW,M3 (1991),1991,B,700,road,AWD,,Saeenu,Seasonal Road B,"AWD, Stock Engine, No Aero, Stock Rims. Good AWD. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,870615160,Volvo,850 R,1997,B,700,road,AWD,,Saeenu,Seasonal Road B,"AWD, Stock Engine, No Aero, Stock Rims. Good AWD Grip. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,508251235,Hyundai,Veloster N,2019,B,700,road,AWD,,Saeenu,Seasonal Road B,"AWD, Stock Engine, No Aero. Good AWD. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,305022682,Hyundai,i30 N,2020,B,700,road,FWD,,Saeenu,B Maxton VFF 512,"FWD, Stock Engine, Maxton Design Bodykit, Vorsteiner VFN 512 Rims, Rally Tires, Purist. Manual & Clutch Recommended. Strong FWD. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,106810528,Hyundai,i30 N,2020,B,700,road,FWD,,Saeenu,B Purist Maxton,"FWD, Stock Engine, Maxton Design Bodykit, Stock Rims, Rally Tires, Purist. Manual & Clutch Recommended. Strong FWD. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,445790597,Hyundai,Veloster N,2019,B,700,dirt,FWD,,Saeenu,B Purist Dirt MC,"FWD, Stock Engine, No Aero, Stock Rims, Offroad Race Tires, Purist. Manual & Clutch Recommended. Good FWD Dirt. Feels fairly nice & fun to drive. AWD tune also shared, easier to drive but much slower.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,111653398,Chevrolet,El Camino Super Sport 454,1970,B,700,road,AWD,,Saeenu,03.5 Estadio B,"AWD, 6.2L Chevrolet LS3 V8, Full Aero, Stock Rims, Whitewall Tires, Very Strong/Near Meta AWD, good acceleration. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,108780853,Chevrolet,Corvette Stingray 427,1967,B,700,road,AWD,,Saeenu,Seasonal Road B,"AWD, 6.2L Chevrolet LS3 V8, Full Aero, Whitewall Tires. Strong AWD. Feels fairly nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,277878570,Volkswagen,Santana,2012,B,700,road,FWD,,Saeenu,LeeChungW Purist,"FWD, Stock Engine, No Aero, Stock Rims, Rally Tires, Purist. Manual & Clutch Recommended. Strong FWD. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,568630062,Honda,S2000 CR,2009,B,700,road,AWD,,Saeenu,1:03.5 Estadio B,"AWD, Stock Engine, No Aero, Stock Rims. Very Strong/Near Meta AWD, low drag & solid handling. Feels nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,171646743,Subaru,BRZ (2013),2013,B,700,road,AWD,,Saeenu,B Road Strong,"AWD, Stock Engine, No Aero, Stock Rims. Very Strong/Near Meta AWD, low drag/good top end. 01:03.6xx Estadio Circuit possible. Feels nice to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,528739180,Chevrolet,Nova Super Sport 396,1969,B,700,road,AWD,,Saeenu,1:03.6 Estadio B,"AWD, 6.2L Chevrolet LS3 V8, Full Aero, Whitewall Tires. Very Strong/Near Meta AWD, giga acceleration. Feels decent to drive for whitewalls.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,523992067,Ford,Escort RS1600,1973,B,700,road,AWD,,Saeenu,Seasonal Road PR,"AWD, 3.2L BMW i6, Full Aero + Rally Foglights, Stock Rims, Whitewall Tires. Strong AWD.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,103986689,Mazda,MX-5 Miata (1994),1994,B,700,road,AWD,,Saeenu,Seasonal Road V2,"AWD, Stock Engine, No Aero, Stock Rims. Strong AWD. Feels nice to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,269917778,Nissan,Silvia Spec-R,2000,B,700,road,AWD,,Saeenu,Seasonal Road B,"AWD, Stock Engine, No Aero, Stock Rims. Good AWD. Feels nice to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,114258755,Renault,5 Turbo,1980,B,700,road,AWD,,Saeenu,Seasonal Road PR,"AWD, Stock Engine, No Aero, Stock Rims. Strong AWD. Feels nice to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,112207041,Nissan,Tsuru,2010,B,700,road,FWD,,Saeenu,Purist Taxicab,"FWD, Stock Engine, Taxi Sign, Stock Rims, Rally Tires, Purist. Manual & Clutch Recommended. Strong FWD, Feels nice to drive. Non-taxi version tune also available.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,809417341,Porsche,911 Carrera RS,1973,B,700,road,AWD,,Saeenu,Forzathon Road B,"AWD, Stock Engine, No Aero. Slow but nice to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,864696566,Datsun,510,1970,B,700,road,AWD,,Saeenu,Seasonal Street,"AWD, 3.2L BMW i6, Full Aero. Strong AWD.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,635247921,International,Scout 800A,1970,B,700,dirt,AWD,,Saeenu,I hate the 700R,"AWD, 6.2L LS3 V8, Full Aero, Stock Rims, Rear Tire Profile Size Upgrade, Offroad Race Tires. Manual & Clutch Recommended. Very Strong Dirt Handling for Rally Adventure, Near Meta. Flex on those Sierra 700R's.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,138229239,Renault,Megane R.S.,2018,B,700,road,FWD,,Saeenu,Purist B Road V2,"FWD, Stock Engine, No Aero, Rally Tires, Purist. Manual & Clutch Recommended. Plenty of grip but weak acceleration.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,797920014,MINI,John Cooper Works,2009,B,700,road,FWD,,Saeenu,Purist B Road,"FWD, Stock Engine, No Aero, Stock Rims, Rally Tires. Purist. Manual & Clutch Recommended.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,170366037,MG,MG3,2015,B,700,road,FWD,,Saeenu,Purist B Road V2,"FWD, Stock Engine, No Aero, Stock Rims, Rally Tires. Purist. Manual & Clutch Recommended.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,114496728,Subaru,Impreza WRX STi (2004),2004,B,700,dirt,AWD,,Saeenu,B Dirt Shft 5.3K,"AWD, 2.0L Turbo Rally F4, No Aero/Rally Lights, Offroad Race Tires. Manual & Clutch Recommended, Shift @ 5.3K RPM. Very Strong Dirt, Top #90 Mangrove Scramble.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,965173632,Subaru,Impreza WRX STi (2005),2005,B,700,dirt,AWD,,Saeenu,B Dirt Shft 5.3K,"AWD, 2.0L Turbo Rally F4, No Aero/Rally Lights, Offroad Race Tires. Manual & Clutch Recommended, Shift @ 5.3K RPM. Very Strong Dirt, 01:13.677 Mangrove Scramble.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,137035959,Renault,5 Turbo,1980,B,700,dirt,AWD,,Saeenu,Seasonal Dirt V2,"AWD, Stock Engine, No Aero, Stock Rims, Offroad Race Tires. Good Dirt, Top #100 Bajio Trail Rivals.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,734694414,Honda,Civic RS,1974,B,700,road,FWD,,Saeenu,Purist B Road,"FWD, Stock Engine, No Aero, Stock Rims, Rally Tires, Purist. Manual & Clutch Recommended. Another tune with Work Equip 40 rims available (-1kg).",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,329327177,Honda,NSX-R (2005),2005,B,700,road,RWD,,Saeenu,Purist B Road V2,"RWD, Stock Engine, No Aero, Work Meister M1 R rims, Purist. Manual & Clutch Recommended. Momentum-biased car, nice to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,154002860,Renault,Clio R.S.,2010,B,700,road,FWD,,Saeenu,Purist FWD (M/C),"FWD, Stock Engine, No Aero, Rally Tires, Purist. Manual & Clutch Recommended. Actually quite good pace and nice to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,137528970,Renault,Clio R.S. 16 Concept,2016,B,700,road,FWD,,Saeenu,Purist FWD (M/C),"FWD, Stock Engine, No Aero, Rally Tires, Purist. Manual & Clutch Recommended. Good handling, slow accel.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,136683871,Renault,Megane R.S. 250,2010,B,700,road,FWD,,Saeenu,Purist FWD (M/C),"FWD, Stock Engine, No Aero, Rally Tires, Purist. Manual & Clutch Recommended.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,559387561,Austin-Healey,Sprite MkI,1958,B,700,road,RWD,,Saeenu,Frog Purist V3,"RWD, Stock Engine, No Aero, Stock Rims, Rally Tires. Purist. Manual & Clutch Recommended. Fun to drive, good handling. Stock bumper and no bumper tunes available.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,620056012,Morris,Minor 1000,1958,B,700,road,RWD,,Saeenu,Purist RWD (M/C),"RWD, Stock Engine, No Aero, Stock Rims, Rally Tires, Purist. Manual & Clutch Recommended. Great low speed accel but bad top end accel.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,638213017,Volkswagen,Golf GTI,1983,B,700,road,FWD,,Saeenu,Purist FWD (M/C),"FWD, Stock Engine, No Aero, Rally Tires, Purist. Manual & Clutch Recommended.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,552820006,Oldsmobile,Toronado,1966,B,700,road,FWD,,Saeenu,Purist FWD (M/C),"FWD, Stock Engine, No Aero, Stock Rims, Rally Tires, Purist. Manual & Clutch Recommended. Not bad and surprisingly nice to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,383501304,Honda,Civic Type R (2004),2004,B,700,road,FWD,,Saeenu,Mugen + Kami Kit,"FWD, Stock Engine, Mugen + Kaminari + J's Racing Bodykit, Rally Tires, Purist. Manual & Clutch Recommended.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,172176583,Acura,RSX Type-S,2002,B,700,road,FWD,,Saeenu,C-West 10.2 (MC),"FWD, Stock Engine, C-West Bodykit, Rally Tires, Purist. Manual & Clutch Recommended. Decent and nice to drive FWD car.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,345620454,Ford,Ranger T6 Rally Raid,2014,B,700,cross_country,AWD,,Saeenu,B 700 CC V3,"AWD, 6.2L LS3 V8, Stock Rims, Offroad Tires",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,100282103,Wuling,Sunshine S,2013,B,700,road,RWD,,Saeenu,Bingqilin Purist,"RWD, Stock Engine, No Aero, Stock Rims, Rally Tires, Purist. Manual & Clutch Recommended. Slow car, just for memes.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,112270437,Volkswagen,Scirocco S,1981,B,700,dirt,AWD,,Saeenu,B 700 Dirt Rally,"AWD, 2.0L Turbo Rally F4, Stock Aero, Offroad Race Tires. Shift @ 5K RPM. Manual & Clutch Recommended.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,551124895,Ferrari,F355 Berlinetta,1994,A,800,road,AWD,,Saeenu,Estadio 56.9,"AWD, Stock Engine, No Aero, Stock Rims, Rally Tires. Very Strong/Near Meta AWD. Feels nice & fairly easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
fh5,561534306,Lamborghini,Countach LP5000 QV,1988,A,800,road,AWD,,Saeenu,Seasonal Road A,"AWD, Stock Engine, No Aero, Stock Rims, Rally Tires. Very Strong AWD. Feels fairly nice & easy to drive.",https://docs.google.com/spreadsheets/d/1mIJQIalcnsRUkwReVpmMlcaw17dYZtk-Xejwk_jSFJo/htmlview
